"編號","單字","詞性","中文意思","英文例句","例句翻譯"
"689","flower","n.","花","She received a beautiful bunch of flowers from her friend on her birthday.","她在生日當天收到朋友送的一束美麗的花。"
"690","flu","n.","流行性感冒","He has to stay home from work because he caught a bad flu.","他必須請假在家，因為他得了嚴重的流行性感冒。"
"691","flight","n.","班機、飛行","The flight to Tokyo was delayed for two hours because of the heavy snow.","飛往東京的班機因為大雪延誤了兩小時。"
"692","floor","n.","地板、樓層","Please leave your shoes outside the door before walking on the wooden floor.","在走上木質地板前，請把鞋子留在門外。"
"693","flour","n.","麵粉","You need enough flour to make a large loaf of fresh bread.","你需要足夠的麵粉來製作一條大條的新鮮麵包。"
"694","flow","n./v.","流動、流量；流動","The river flows through the heart of the city and into the sea.","這條河流經城市中心並匯入大海。"
"695","flower","n.","花","He picked a beautiful wild flower for his mother in the field.","他在田野裡為母親採了一朵美麗的野花。"
"696","flu","n.","流行性感冒","The whole family stayed home because everyone caught the flu last week.","全家人都待在家裡，因為上週大家都得了流感。"
"697","flute","n.","長笛","She has been playing the flute in the school band for three years.","她在學校樂團吹奏長笛已經三年了。"
"698","fly","n./v.","蒼蠅；飛行、飛翔","A small fly landed on my sandwich, so I had to throw it away.","一隻小蒼蠅停在我的三明治上，所以我只好把它丟了。"
"699","focus","n./v.","焦點、中心；聚焦、專心","It is hard for me to focus on my study when there is so much noise outside.","當外面有這麼多噪音時，我很難專心唸書。"
"700","fog","n./v.","霧；使迷糊","The thick morning fog made it difficult for us to see the road clearly.","濃厚的晨霧使我們很難看清楚路況。"
"701","follow","v.","跟隨、遵守","Please follow the instructions on the manual carefully before using the machine.","在使用機器前，請仔細遵守手冊上的指示。"
"702","following","n./adj.","下一個；以下的","The following sentences are important for you to remember for the exam.","以下的句子對你來說是考試時必須記住的重點。"
"703","food","n.","食物","The restaurant serves healthy food made with fresh local ingredients.","這家餐廳提供用新鮮在地食材製作的健康食物。"
"704","fool","n./v.","笨蛋；欺騙","Don't be a fool and trust everything you see on the internet.","別當傻瓜，相信你在網路上看到的每一件事。"
"705","foolish","adj.","愚蠢的","It was foolish of him to leave his wallet on the park bench.","他把錢包忘在公園長椅上真是太愚蠢了。"
"706","foot","n./v.","腳、足部；行走","She walked on foot to the station because it was a beautiful sunny day.","因為這是一個晴朗的美麗日子，她是步行去車站的。"
"707","football","n.","足球","Our school football team won the final game by scoring three goals.","我們的學校足球隊以射進三球贏得了決賽。"
"708","for","prep./conj.","為了、給...；因為","This gift is for you, I hope you like it very much.","這份禮物是給你的，希望你非常喜歡它。"
"709","force","n./v.","力量、武力；強迫","He had to use his full force to push the heavy door open.","他必須使出全身的力量才能推開那扇沉重的門。"
"710","foreign","adj.","外國的","Learning a foreign language is a great way to understand different cultures.","學習一門外國語言是了解不同文化的絕佳方式。"
"711","foreigner","n.","外國人","The foreigner asked me for directions in English near the subway station.","那位外國人在地鐵站附近用英文向我問路。"
"712","forest","n.","森林","We went hiking in the forest to enjoy the fresh air and quiet environment.","我們去森林裡健行，享受新鮮空氣與寧靜的環境。"
"713","forget","v.","忘記","I completely forgot to turn off the lights before I left the house.","我完全忘了在出門前關燈。"
"714","forgive","v.","原諒","It is not always easy to forgive someone who has hurt your feelings.","要原諒一個傷害過你感情的人，並非總是容易的事。"
"715","fork","n./v.","叉子；分歧","Please use a fork and knife to eat your steak during the dinner.","晚餐時請使用刀叉來享用你的牛排。"
"716","form","n./v.","表格、形式；形成","Please fill out this form with your personal information to sign up for the course.","請填寫這份表格填入您的個人資訊，以註冊這門課程。"
"717","formal","adj.","正式的","They are required to wear formal clothing to attend the business party.","他們被要求穿著正式服裝以參加商務派對。"
"718","former","adj.","前任的、以前的","He is a former teacher who retired from this school ten years ago.","他是一位前任教師，十年前從這所學校退休。"
"719","forty","n./adj.","四十；四十的","There are forty students in our class, and everyone loves our music teacher.","我們班上有四十個學生，大家都非常愛我們的音樂老師。"
"720","forward","adv./adj.","向前地；向前的","The soldiers marched forward slowly as the music played in the background.","當音樂在背景中播放時，士兵們緩緩地向前行進。"
"721","formal","adj.","正式的","They are required to wear formal clothing to attend the business party.","他們被要求穿著正式服裝以參加商務派對。"
"722","former","adj.","前任的、以前的","He is a former teacher who retired from this school ten years ago.","他是一位前任教師，十年前從這所學校退休。"
"723","forty","n./adj.","四十；四十的","There are forty students in our class, and everyone loves our music teacher.","我們班上有四十個學生，大家都非常愛我們的音樂老師。"
"724","forward","adv./adj.","向前地；向前的","The soldiers marched forward slowly as the music played in the background.","當音樂在背景中播放時，士兵們緩緩地向前行進。"
"725","four","n./adj.","四；四個的","He has four brothers and two sisters living in different cities.","他有四個兄弟和兩個姐妹住在不同的城市。"
"726","fox","n.","狐狸","The clever fox escaped from the hunter by hiding in a deep hole.","那隻聰明的狐狸藉由躲進一個深洞，逃離了獵人。"
"727","France","n.","法國","She dreams of traveling to France to see the Eiffel Tower in person.","她夢想著去法國旅行，親自看看艾菲爾鐵塔。"
"728","frank","adj.","坦率的、直率的","To be frank with you, I don't think this plan will work at all.","老實說（坦率地對你說），我不認為這個計畫行得通。"
"729","free","adj./v.","免費的、自由的；釋放","The park offers free entrance for children under the age of six.","這座公園對六歲以下的兒童提供免費入園。"
"730","freedom","n.","自由","Every person in the world has the right to enjoy freedom and peace.","世界上每個人都有權利享受自由與和平。"
"731","freezer","n.","冷凍庫","Please put the ice cream in the freezer so it won't melt.","請把冰淇淋放進冷凍庫，這樣它才不會融化。"
"732","French","n./adj.","法國人、法語；法國的","He is learning to speak French because he wants to study in Paris.","他正在學習說法語，因為他想去巴黎唸書。"
"733","fresh","adj.","新鮮的","We enjoy eating fresh fruit for breakfast every single morning.","我們每天早上都喜歡吃新鮮的水果當早餐。"
"734","Friday","n.","星期五","I am always excited when Friday comes because the weekend is starting.","每當星期五到來時，我總是感到興奮，因為週末要開始了。"
"735","friend","n.","朋友","A true friend is someone who supports you even during the hardest times.","真正的朋友是即使在你最困難的時候也支持你的人。"
"736","friendly","adj.","友善的","The people in this town are very friendly and always welcome visitors.","這座城鎮的人們非常友善，並且總是歡迎遊客。"
"737","friendship","n.","友誼","They built a strong friendship after working together on many school projects.","在許多學校專案合作後，他們建立了深厚的友誼。"
